Name,Charakter Pipeline,Design Skelett,Einzigartig,Element,Erstellt von,Erstellungsdatum,Flavourtext,ID,Idee Brackground,Kartenart,Kartentext,Kartentext-Planung,Kartentyp,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Letzte Änderung,Rarität,Set Release,Slot zugewiesen,Status,⚔️,⭕️,🛡️
Stadtwache,,TC03 (https://www.notion.so/TC03-28695bba56ba81eeae0ce669c2cefadd?pvs=21),No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 29, 2024 8:36 PM",,352,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Verteidiger</ability> <desc><self>Ich</self> darf darf nur in <key>Verteidigungsposition</key> stehen.</desc>,Verteidiger,Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,,,1,1,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,–/–,,10/40
Wächter von irgendwas,,IC01 (https://www.notion.so/IC01-28695bba56ba81b49025e4929b1e1626?pvs=21),No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Gut Christian,"March 29, 2024 8:39 PM",,353,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,1,,,1,"October 27, 2025 10:17 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,10/20,,10/30
Baumgeist,,TC15 (https://www.notion.so/TC15-28695bba56ba817e896cf07b93150db9?pvs=21),No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 29, 2024 8:44 PM",,354,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,Elementarwesen (https://www.notion.so/Elementarwesen-416ecc433e6d4261a4640d1384950176?pvs=21),,,,,2,4,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,60/60,,60/60
Duellant,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Gut Christian,"March 29, 2024 8:46 PM",,355,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Angreifer. Darf nur Charaktere angreifen,",Krieger (https://www.notion.so/Krieger-86700da5b47d4073ae8e37cc896f9162?pvs=21),,1,,,,1,"August 14, 2025 8:57 PM",,,No,Neu,35/10,,–/–
Vertreter der Bardengilde,,IC02 (https://www.notion.so/IC02-28695bba56ba81a99a9ec3078c2ef4fb?pvs=21),No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Gut Christian,"March 29, 2024 8:49 PM",,356,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Nachschub</ability> <desc>Wenn <self>ich</self> <key>sterbe</key>, <key>ziehe</key> 1 <key>Karte</key>.</desc>",Nachschub,Gefolge (https://www.notion.so/Gefolge-d8ea55c1066e4abbb15b1b371bd0f320?pvs=21),,,1,,,,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,0/5,,5/5
Drachenwelpe,,,No,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),Gut Christian,"March 29, 2024 8:55 PM",,357,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,Darf zwei Charaktere gleichzeitig angreifen,,,,,,,,"August 10, 2025 8:26 PM",,,No,Backup,20/30,,10/20
Aeriskind,,EC03 (https://www.notion.so/EC03-28695bba56ba817a9f8fddd3d81507e3?pvs=21),No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Gut Christian,"March 29, 2024 9:00 PM",,358,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Positionswechsel</ability> <desc>Ändere die <key>Position</key> eines <kind>Charakters</kind>.</desc>,Positionswechsel,Krieger (https://www.notion.so/Krieger-86700da5b47d4073ae8e37cc896f9162?pvs=21),1,,,,,2,"October 26, 2025 7:36 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,15/20,,20/25
"Johannes v.d. Schaufel, leichtsinniger Duellant",Johannes v.d. Schaufel (https://www.notion.so/Johannes-v-d-Schaufel-1cd95bba56ba80d19b19db16a97ed943?pvs=21),,Yes,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Gut Christian,"March 29, 2024 9:05 PM",Mutig oder dumm? Johannes sagt: “Ja.”,359,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Angreifer</ability> <desc><self>Ich</self> darf nur in <key>Angriffsposition</key> stehen.</desc>
<ability>Ansturm</ability> <desc><self>Ich</self> darf in dem <key>Zug</key> <key>angreifen</key>, in dem <self>ich</self> auf das <zone>Feld</zone> gekommen bin.</desc>
<self>Ich</self> <key>greife an</key>, wann immer <self>ich</self> kann, und zwar immer derjenige Charakter mit der höchsten <key>Stärke</key>.","Einzigartig, Angreifer, Ansturm,
Ich muss immer angreifen falls möglich. Ich kann nur Charaktere angreifen und muss immer den gegnerischen Charakter mit der höchsten Stärke angreifen. ",Adel (https://www.notion.so/Adel-16a95bba56ba8066bc1bc23c764d9b4b?pvs=21),,,2,,,2,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,55/20,,–/–
Schrein der Jagd,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Gut Christian,"March 29, 2024 9:07 PM",,360,,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"<cost><aeris/><opt/></cost> <desc>Einmal pro Zug</desc> Ein <kind>Charakter</kind>, den Du <key>kontrollierst</key>, erhält bis <key>Zugende</key> entweder <stats>+15/+0</stats> oder <stats>+0/+15</stats>.","E, OPT; Ein Charakter den du kontrollierst, der Charakter erhält +15/+0  oder +0/+15 bis zum Ende des Zuges.",,1,,,,,2,"October 27, 2025 4:38 PM",,TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21),No,TCG Arena,,1,
Rast in der Schankstube,,,No,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),Gut Christian,"March 29, 2024 9:10 PM",Bernsteinfarben glänzt der Trost.,361,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),<key>Ziehe</key> 3 <key>Karten</key>.,Ziehe drei Karten.,,,,,,,6,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",No,TCG Arena,,,
Duellforderung,,IC16 (https://www.notion.so/IC16-28695bba56ba81c78308f2a795f2bb0a?pvs=21),No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Gut Christian,"March 29, 2024 9:16 PM",,363,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Wähle einen befreundeten und einen weiteren <kind>Charakter</kind>. Beide <kind>Charaktere</kind> fügen sich gegenseitig <key>Schaden</key> in Höhe ihrer <key>Stärke</key> zu.,"Wähle einen Charakter, den du kontrollierst und einen Charakter der ein Gegner kontrolliert. Beide Charakter fügen dem anderen Schaden in höhe ihrer Stärke zu.",,,,1,,,2,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,,,
Flammenstrahl,,IC18 (https://www.notion.so/IC18-28695bba56ba81d59e75e5433ca2ab2e?pvs=21),No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Gut Christian,"March 29, 2024 9:20 PM",,364,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Füge einem <kind>Charakter</kind> Deiner Wahl <damage>40</damage> <key>Schaden</key> zu.,Füge einem Charakter deiner Wahl 40 Schaden zu.,,,,2,,,2,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,,,
Ermutigende Ansprache,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 29, 2024 9:21 PM",,365,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Alle <kind>Charaktere</kind>, die Du <key>kontrollierst</key>, erhalten bis <key>Zugende</key> <stats>+20/+0</stats>.","Alle Charaktere, die du kontrollierst erhalten +20/0 bis zum Ende des Zuges",,,,,,1,2,"October 27, 2025 4:38 PM",,TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21),No,TCG Arena,,,
Vulkanausbruch,,IC19 (https://www.notion.so/IC19-28695bba56ba813aaeddc8c86cc86b5c?pvs=21),No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Gut Christian,"March 29, 2024 9:23 PM",,366,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Alle <kind>Charaktere</kind> und <kind>Manifestationen</kind> erleiden <damage>30</damage> <key>Schaden</key>.,Alle Charaktere und Manifestationen erleiden 30 Schaden,,,,2,,,2,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,,,
Sternenschauer,,,No,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),Gut Christian,"March 29, 2024 9:25 PM","Als der Himmel selbst zerbarst und mit feuriger Gewalt niederfuhr, sahen die einen den Zorn der Götter, die anderen die Rache der Elemente. Doch was auch immer sie sahen, verging mit ihrem letzten Atemzug.",367,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),<key>Zerstöre</key> alle <kind>Charaktere</kind> auf dem <zone>Feld</zone>.,Zerstöre alle Charaktere auf dem Feld.,,,,,,,8,"October 27, 2025 4:38 PM",,TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21),No,TCG Arena,,,
Gottesschrein,,MC21 (https://www.notion.so/MC21-28695bba56ba81d0a2eed2f0ce79ad20?pvs=21),No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Gut Christian,"March 29, 2024 9:28 PM",,368,,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),<cost><magica/><unshaped1/><opt/></cost> <desc>Einmal pro Zug</desc> Verleihe einem <kind>Charakter</kind> Deiner Wahl einen <key>Bannkreis</key>. Entferne diesen <key>Bannkreis</key> zu Beginn Deines nächsten <key>Zuges</key>.,"1,M,OPT; Verleihe einem Charakter deiner Wahl einen Bannkreis. Entferne diesen Bannkreis zu Beginn deines nächsten Zuges.",,,,,2,,1,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,,1,
Novizin des Wasserschwalls,,,No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Gut Christian,"March 29, 2024 9:31 PM",,369,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Schildbrecher</ability> <desc>Überschüssiger <key>Schaden</key> an <key>Blockern</key> wird <self>meinem</self> ursprünglichen <key>Ziel</key> zugefügt.</desc>,Schildbrecher,Krieger (https://www.notion.so/Krieger-86700da5b47d4073ae8e37cc896f9162?pvs=21),,1,,,,3,"August 17, 2025 8:06 PM",,,No,Playtest,30/30,,20/40
Namenloser Soldat,,TC01 (https://www.notion.so/TC01-28695bba56ba813b8fcee8cb3d983a26?pvs=21),No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 29, 2024 9:32 PM",,370,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,,,1,1,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,20/20,,20/20
Rekrut aus Steinfurt,,AC01 (https://www.notion.so/AC01-28695bba56ba818795f4f84e8297b4bf?pvs=21),No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Gut Christian,"March 29, 2024 9:33 PM",,371,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,1,,,,,"October 27, 2025 4:37 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,10/10,,10/10
Veteran,,IC08 (https://www.notion.so/IC08-28695bba56ba81a5b0cef9c6e375995d?pvs=21),No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Gut Christian,"March 29, 2024 9:34 PM",,372,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,1,,,2,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,30/30,,30/30
Standhafter Verteidiger,,TC11 (https://www.notion.so/TC11-28695bba56ba817495e2c41a44020f82?pvs=21),No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 29, 2024 9:34 PM",,373,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Verhöhnen</ability> <desc><self>Ich</self> muss zuerst als <key>Angriffsziel</key> <key>gewählt</key> werden.</desc>,Verhöhnen,Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,,,2,2,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,20/30,,15/35
Wache des Trosses,,AC07 (https://www.notion.so/AC07-28695bba56ba8121a0e4e6be5b836154?pvs=21),No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Timon,"March 30, 2024 9:24 PM",,374,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Nachschub</ability> <desc>Wenn <self>ich</self> <key>sterbe</key>, <key>ziehe</key> 1 <key>Karte</key>.</desc>",Nachschub,Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,1,,,,3,"October 26, 2025 8:59 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,20/20,,20/30
Stürmische Zauberin,,,No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Timon,"March 31, 2024 10:03 AM",,376,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,Magier (https://www.notion.so/Magier-3a53f2f6a1ef426b8a25520ab3d354b1?pvs=21),,,,1,,2,"August 14, 2025 9:04 PM",,,No,Playtest,30/30,,30/30
Erschöpfender Angriff,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Lukas Loetscher,"March 31, 2024 10:04 AM",,377,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Erstschlag</ability> <desc>Mein Schaden wird zuerst berechnet.</desc>
Falls <self>ich</self> diesen <key>Zug</key> angegriffen habe, nehme <self>ich</self> am <key>Zugende</key> die <key>Verteidigungsposition</key> ein.","Erstschlag. 
Drehe diese Karte in Verteidigungsposition, am Ende deines Zuges, falls du mit ihr in diesem Zug angegriffen hast.",Krieger (https://www.notion.so/Krieger-86700da5b47d4073ae8e37cc896f9162?pvs=21),3,,,,,4,"August 17, 2025 8:09 PM",,,No,Playtest,70/20,,30/20
Champion von Magica,,MC06 (https://www.notion.so/MC06-28695bba56ba81e09ca5f87a77cc6846?pvs=21),No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Timon,"March 31, 2024 10:06 AM",,378,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Bannkreis 1</ability> <desc><self>Ich</self> <key>betrete</key> das <zone>Feld</zone> mit 1 <key>Bannkreis</key>, der allen <key>Schaden</key> abwehrt.</desc>",Bannkreis 1,Krieger (https://www.notion.so/Krieger-86700da5b47d4073ae8e37cc896f9162?pvs=21),,,,3,,1,"October 26, 2025 8:25 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,30/40,,40/30
Leichtsinnige Schützin,,EC04 (https://www.notion.so/EC04-28695bba56ba818194fbc438f9adb83d?pvs=21),No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Timon,"March 31, 2024 10:17 AM",,380,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Verhöhnen</ability> <desc><self>Ich</self> muss zuerst als <key>Angriffsziel</key> <key>gewählt</key> werden.</desc>
<ability>Positionswechsel</ability> <desc>Ändere die <key>Position</key> eines <kind>Charakters</kind>.</desc>","Verhöhnen (Muss in der Kampfphase als Angriffsziel gewählt werden)
Positionswechsel (Charakter kann die Kampfposition auch in der Hauptphase ändern) ",Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),2,,,,,,"October 26, 2025 7:37 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,25/10,,10/25
Schneller Säbel,,EC06 (https://www.notion.so/EC06-28695bba56ba810caa33c0868a9283e8?pvs=21),No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Gut Christian,"March 31, 2024 6:32 PM",,381,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Erstschlag</ability> <desc>Mein Schaden wird zuerst berechnet.</desc>,Erstschlag,Krieger (https://www.notion.so/Krieger-86700da5b47d4073ae8e37cc896f9162?pvs=21),1,,,,,1,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,10/10,,10/10
Bogenschütze,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Gut Christian,"March 31, 2024 6:34 PM",,382,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"In Deiner <phase>Angriffsphase</phase>, nachdem alle <key>Angriffsziele</key> angesagt wurden und <self>ich</self> nicht <key>angreife</key>, füge einem <key>feindlichen</key> <kind>Charakter</kind> Deiner Wahl <damage>5</damage> <key>Schaden</key> zu.","In deiner Angriffsphase, nachdem alle Angrifsziele angesagt wurden und ich nicht angreife, füge ich einem feindlichem Charakter deiner Wahl 5 Schaden zu.",Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),1,,,,,1,"October 27, 2025 4:38 PM",,TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21),No,TCG Arena,10/10,,10/10
Leibwächter,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 31, 2024 6:37 PM",,383,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Bannkreis 1</ability> <desc><self>Ich</self> <key>betrete</key> das <zone>Feld</zone> mit 1 <key>Bannkreis</key>, der allen <key>Schaden</key> abwehrt.</desc>
<ability>Doppelblock</ability> <desc><self>Ich</self> darf zwei <key>Gegner</key> gleichzeitig <key>blocken</key>.</desc>","Bannkreis 1
Doppelblock",Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,,,2,3,"August 17, 2025 7:58 PM",,,No,Playtest,20/30,,10/50
Schildkanalisiererin,,,No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Gut Christian,"March 31, 2024 6:38 PM",,384,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,Zu beginn jeder Kampfphase erhält ein anderer befreundeter Charakter deiner Wahl +10/0 bis Ende des Zuges.,Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,1,,,,2,"August 14, 2025 8:57 PM",,,No,Neu,20/20,,10/35
Assasine,,,No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Gut Christian,"March 31, 2024 6:40 PM",,385,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,Unblockbar,,,,,,,,"May 27, 2024 1:59 PM",,,No,Backup,35/25,,35/25
Magier des Wasserwalls,,AC11 (https://www.notion.so/AC11-28695bba56ba817e8813e2499a6a3f15?pvs=21),No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Gut Christian,"March 31, 2024 6:41 PM",,386,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Verteidiger,Verteidiger,Magier (https://www.notion.so/Magier-3a53f2f6a1ef426b8a25520ab3d354b1?pvs=21),,1,,,,2,"October 27, 2025 5:22 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,,,15/45
"Erhardt, der Suchende ",,,No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Gut Christian,"March 31, 2024 6:43 PM",,387,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,Herbeirufen 1,,,1,,,,1,"September 21, 2025 8:42 PM",,,No,Neu,10/10,,10/10
Hauptmann,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Gut Christian,"March 31, 2024 6:44 PM",,388,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, wende <ability>Herbeirufen 2</ability> an. <desc>Decke 5 Karten von Deinem Deck auf und nimm eine mit Kosten 2 oder weniger auf die <zone>Hand</zone>. Lege dann alle anderen so aufgedeckten Karten gemischt unter Dein Deck.</desc>",Herbeirufen2,Anführer (https://www.notion.so/Anf-hrer-5014765dddb3438f86c31b63b4523367?pvs=21),1,,,,,3,"August 17, 2025 7:58 PM",,,No,Playtest,30/30,,30/30
